2025-09-29 19:44:54.870 | ERROR    | runner.paper:start:112 | Failed to start paper trading engine: 'MockBinanceClient' object has no attribute 'initialize'
2025-09-30 22:00:35.059 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:00:40.071 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:00:45.083 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:00:50.085 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:00:55.112 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:01.391 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:06.407 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:11.418 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:16.418 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:21.423 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:26.423 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:31.425 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:37.068 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:42.072 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:47.072 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:52.081 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:01:57.087 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:02.093 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:08.065 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:13.073 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:18.082 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:23.084 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:28.093 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:33.097 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:39.082 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:44.092 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:49.094 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:54.100 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:02:59.109 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:04.117 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:10.100 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:15.113 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:20.126 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:25.138 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:30.144 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:35.144 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:41.107 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:46.121 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:51.123 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:03:56.133 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:01.141 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:06.154 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:12.118 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:17.133 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:22.145 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:27.145 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:32.157 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:37.174 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:43.117 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:48.119 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:53.132 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:04:58.145 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:03.154 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:08.159 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:14.129 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:19.129 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:24.139 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:29.139 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:34.150 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:39.152 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:45.151 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:50.163 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:05:55.176 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:01.744 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:06.757 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:11.765 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:16.784 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:21.789 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:26.791 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:31.793 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:36.793 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:41.806 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:47.166 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:52.169 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:06:57.171 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:02.175 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:07.190 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:12.198 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:18.165 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:23.178 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:28.192 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:33.202 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:38.203 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:43.204 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:49.167 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:54.167 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:07:59.176 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:04.182 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:09.186 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:14.186 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:20.181 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:25.194 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:30.208 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:35.224 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:40.229 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:45.237 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:51.191 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:08:56.202 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:01.203 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:06.209 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:11.223 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:16.234 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:22.192 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:27.193 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:32.203 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:37.208 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:42.221 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:47.225 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:53.206 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:09:58.213 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:03.225 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:08.236 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:13.238 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:18.251 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:24.215 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:29.227 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:34.230 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:39.238 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:44.243 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:49.258 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:10:55.230 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:01.084 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:06.109 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:11.123 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:16.131 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:21.142 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:26.242 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:31.251 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:36.260 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:41.272 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:46.280 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:51.281 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:11:57.265 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:02.269 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:07.280 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:12.287 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:17.300 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:22.308 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:28.267 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:33.270 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:38.272 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:43.284 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:48.295 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:53.305 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:12:59.262 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:04.262 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:09.270 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:14.282 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:19.291 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:24.297 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:30.271 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:35.276 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:40.277 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:45.277 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:50.282 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:13:55.290 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:01.276 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:06.284 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:11.297 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:16.308 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:21.319 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:26.332 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:32.298 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:37.318 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:42.328 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:47.341 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:52.355 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:14:57.369 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:03.300 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:08.303 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:13.310 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:18.324 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:23.330 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:28.331 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:34.319 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:39.330 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:44.336 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:49.346 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:54.358 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:15:59.361 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:06.887 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:11.898 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:16.901 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:21.916 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:26.923 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:31.927 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:36.952 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:41.965 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:46.969 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:51.983 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:16:56.985 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:01.989 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:07.349 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:12.355 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:17.362 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:22.371 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:27.372 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:32.383 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:38.354 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:43.367 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
2025-09-30 22:17:48.368 | ERROR    | runner.live:_run_trading_loop:237 | Error in trading loop: 'Config' object has no attribute 'max_daily_loss'
